Sample;Sand;Silt;Clay;pH (H2O);pH (KCl);pH (pH CaCl2);OM (g.kg-1);SOC (g.kg-1);P (mg dm3);K (mmolc/dm3);Ca (mmolc/dm3);Mg (mmolc/dm3);Al (mmolc/dm3);H (mmolc/dm3);H+Al (mmolc/dm3);SB (mmolc/dm3);CEC (mmolc/dm3);V%;Classe V%;m%;s (mg dm3);Na (mg dm3);B (mg dm3);Fe (mg dm3);Cu (mg dm3);Zn (mg dm3);Mn (mg/dm3);Mg;Al;Si;P;S;Cl;k;Ca;Ti;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Ag;Cd;Sn;Sb;W;Hg;Pb;Bi;Th;U
30_085;200;160;640;;;5.52;28.9;16.76334107;10.6;3.8;53.9;19;0;41.2;41.2;76.7;117.9;65.04;Eutrófico;;;;;;;;;3.27;10.53;8.24;0.0478;0;0;0;0;1.5199;0.0604;0;0.0764;12.35;0;0.0055;0.0185;0.0085;0.0012;0;0.0005;0.0014;0.0024;0.0324;0.0037;0;0;0;0;0;0;0;0.0021;0;0;0
30_087;540;100;360;;;4.58;20.1;11.65893271;15.26;3.2;25;13.9;4.3;57.8;62.1;42.1;104.2;40.4;Distrófico;;;;;;;;;1.84;8.46;12.26;0.0603;0;0;0;0;1.2088;0.037;0;0.0644;7.13;0;0;0.0119;0.0049;0;0;0.0007;0.0004;0.0022;0.023;0.0024;0;0;0;0;0;0;0;0.0016;0;0;0
30_089;20;300;680;;;6.19;41.7;24.18793503;5.68;11.3;79;29.7;0;30.6;30.6;119.9;150.5;79.67;Eutrófico;;;;;;;;;2.69;8.67;7.9;0.0824;0;0;0;0.2616;2.5247;0.0851;0;0.3348;20.58;0;0.0054;0.0401;0.019;0.0016;0;0.0027;0.0026;0.0068;0.0439;0.0074;0;0;0;0;0;0;0;0.003;0;0;0
30_091;100;300;600;;;5.13;36.4;21.1136891;10.85;4;93.8;28.1;0;59.8;59.8;125.9;185.7;67.79;Eutrófico;;;;;;;;;1.9;9.58;9.71;0.1106;0;0;0;0.1113;2.2574;0.1024;0;0.3149;21.03;0;0.0055;0.0381;0.0553;0.0012;0;0.0022;0.0036;0.005;0.0374;0.0061;0;0;0;0;0;0;0;0.002;0.0032;0;0
30_093;60;180;760;;;4.49;40.6;23.54988399;18.73;5.8;38.7;16.9;8.1;75.5;83.6;61.4;145;42.35;Distrófico;;;;;;;;;2.64;12.13;9.34;0.0227;0;0;0;0;1.8613;0.066;0;0.1218;17.09;0;0.0042;0.0295;0.0125;0.0029;0;0.0022;0.0023;0.0053;0.0396;0.0061;0;0;0;0;0;0;0;0.0024;0;0;0
30_095;180;340;480;;;5.16;48.8;28.3062645;2.89;4.9;110.6;34.8;0;72;72;150.3;222.3;67.62;Eutrófico;;;;;;;;;2.24;6.98;8.33;0.0604;0.0025;0;0;0.1961;2.7018;0.0939;0;0.3911;20.1;0;0;0.0369;0.0171;0;0;0.0011;0.0022;0.0017;0.0338;0.0064;0;0;0;0;0;0;0;0.002;0;0;0
30_097;20;300;680;;;4.6;37.4;21.6937355;4.69;1.8;51.9;18.1;2.9;77.6;80.5;71.8;152.3;47.15;Distrófico;;;;;;;;;2.2;10.6;8;0.1327;0;0;0;0;2.697;0.0995;0;0.2334;19.2;0;0.0058;0.0276;0.0143;0;0;0.0011;0.0027;0.0049;0.0385;0.0076;0;0;0;0;0;0;0;0.0019;0;0;0
30_099;20;220;760;;;5.07;45.6;26.45011601;13.13;4.9;46.1;21.3;1.3;58.5;59.8;72.3;132.1;54.72;Eutrófico;;;;;;;;;2.44;12.86;9.08;0.0638;0;0;0;0;1.4404;0.065;0;0.2012;18.04;0;0.0098;0.029;0.0113;0.0019;0;0.0013;0.0017;0.0042;0.0397;0.006;0;0;0;0;0;0;0;0.0047;0;0;0
31_001;658;111;231;;;4.5;16;9.280742459;3;1.7;12;6;2;31;33;19.7;52.7;37.38140417;Distrófico;9.216589862;6;;0.15;45;1;1.5;;1.62;11.51;16.92;0;0;0;0;0;0.6775;0;0;0.0502;3.9438;0;0.0031;0.0025;0.003;0.0007;0;0.0005;0.0009;0.0008;0.0172;0.0016;0;0;0.0041;0;0;0;0;0.0018;0;0;0
31_002;809;77;114;;;6.1;22;12.76102088;5;3.4;31;15;0;15;15;49.4;64.4;76.70807453;Eutrófico;0;3;;0.13;20;0.4;1.3;;1.99;6.36;21.39;0;0;0;0;0.1199;0.2943;0;0;0.024;0.7782;0;0;0;0.001;0;0;0.0008;0.0013;0.0008;0.0177;0.0009;0;0;0;0;0;0;0;0;0;0;0
31_005;893;25;82;;;5;6;3.480278422;1;1.7;10;4;0;17;17;15.7;32.7;48.01223242;Distrófico;0;4;;0.12;16;0.1;0.4;;0;5.29;21.31;0;0;0;0;0;0.4799;0;0;0.0274;1.1623;0;0;0;0.0012;0;0;0.0014;0.0009;0;0.0191;0.0011;0;0;0;0;0;0;0;0.0007;0;0;0
31_006;901;12;86;;;4;9;5.220417633;1;1.4;4;1;7;21;28;6.4;34.4;18.60465116;Distrófico;52.23880597;1;;0.12;15;0.8;0.1;;1.64;6.58;23.13;0;0;0;0;0;0.163;0;0;0.0104;0.5328;0;0;0;0;0;0;0.0004;0.0006;0.0004;0.0115;0;0;0;0;0;0;0;0;0;0;0;0
31_008;792;34;173;;;4.4;11;6.380510441;3;1.7;9;4;3;21;24;14.7;38.7;37.98449612;Distrófico;16.94915254;3;;0.18;17;1.1;4.7;;1.63;6.38;19.46;0;0;0;0;0;0.8936;0;0.0115;0.0233;2.0462;0;0;0;0.0036;0;0;0.0006;0.0005;0.0005;0.0297;0.0015;0;0;0;0;0;0;0;0;0;0;0
31_014;741;81;178;;;4.2;15;8.700696056;1;0.3;10;3;5;28;33;13.3;46.3;28.72570194;Distrófico;27.32240437;3;;;;;;;0;7.11;13.49;0;0;0;0;0;0.3785;0;0;0.0265;2.1024;0;0;0;0.0013;0;0;0;0;0.0007;0.0109;0.0013;0;0;0;0;0;0;0;0;0;0;0
31_018;869;23;109;;;3.9;12;6.960556845;1;0.4;4;2;9;20;29;6.4;35.4;18.07909605;Distrófico;58.44155844;3;;0.1;22;0.3;0.1;;2.57;6.5;20.59;0;0;0;0;0;0.3416;0;0.0196;0;0.3923;0;0;0;0;0;0;0.0006;0;0.0007;0.0087;0;0;0;0;0;0;0;0;0;0;0;0
31_021;866;34;100;;;4.9;15;8.700696056;1;0.7;11;5;1;16;17;16.7;33.7;49.55489614;Distrófico;5.649717514;1;;0.14;16;0.1;0.1;;1.66;6.77;18.79;0;0;0;0;0;0.2982;0;0;0.0128;1.1237;0;0;0;0;0;0;0;0;0.0006;0.0075;0;0;0;0;0;0;0;0;0;0;0;0
31_028;795;128;77;;;5.3;13;7.540603248;9;0.4;20;4;0;16;16;24.4;40.4;60.3960396;Eutrófico;0;2;;0.17;37;0.1;0.6;;1.96;5.39;18.86;0;0;0;0;0;0.2707;0;0;0.0217;0.995;0;0;0.0018;0.0012;0;0;0.0012;0.0008;0.0008;0.0204;0.0015;0;0;0;0;0;0;0;0;0;0;0
31_032;843;99;58;;;4.7;11;6.380510441;8;1;9;1;1;18;19;11;30;36.66666667;Distrófico;8.333333333;2;;0.1;79;0.3;1.9;;0;6.04;12.4;0.3302;0;0.1369;0;0;0.0632;0;0;0;0.2198;0;0;0;0;0;0;0.0005;0.0009;0.0013;0.0077;0.0019;0.0008;0;0;0;0;0;0;0;0;0.0037;0.0013
31_036;822;24;154;;;3.9;12;6.960556845;1;0.7;4;1;9;36;45;5.7;50.7;11.24260355;Distrófico;61.2244898;2;;0.11;35;0.1;0.1;;1.29;9.81;21.12;0;0;0;0;0;0.6535;0;0;0.0268;2.6975;0;0;0;0.0014;0;0;0;0;0.0007;0.0134;0.0012;0;0;0;0;0;0;0;0.001;0;0;0
31_038;639;76;285;;;4.6;23;13.34106729;33;1;19;6;2;38;40;26;66;39.39393939;Distrófico;7.142857143;2;;0.15;38;0.6;0.8;;2.34;10.16;13.2;0.0301;0;0;0;0;0.6995;0.0281;0.0087;0.02;3.7433;0;0;0.002;0.0014;0;0;0.0004;0.0011;0.001;0.0221;0.0029;0;0;0;0;0;0;0;0.0014;0;0;0
31_039;587;111;302;;;4;16;9.280742459;7;0.7;12;4;7;43;50;16.7;66.7;25.03748126;Distrófico;29.53586498;4;;0.13;36;0.7;0.1;;2.31;13.23;16.57;0.0185;0;0;0;0;0.9029;0;0.0084;0.0271;4.9343;0;0.0034;0.0028;0.0032;0.0012;0;0.0004;0.0013;0.0015;0.0287;0.0036;0;0;0;0;0;0;0;0.0017;0;0;0
31_042;569;105;326;;;5;23;13.34106729;2;2;18;9;0;33;33;29;62;46.77419355;Distrófico;0;3;;0.1;30;0.4;0.1;;1.89;9.74;14.54;0;0;0;0;0;0.5881;0;0;0.0231;3.6433;0;0;0;0.002;0.0011;0;0.0005;0.0009;0.0012;0.0237;0.0031;0;0;0;0;0;0;0;0.0012;0;0;0
31_044;715;60;225;;;4.1;14;8.120649652;1;0.3;7;3;4;27;31;10.3;41.3;24.93946731;Distrófico;27.97202797;2;;0.11;21;0.8;0.1;;1.63;11.77;17.64;0;0;0;0;0;0.6703;0;0.0091;0.0342;3.9855;0;0;0.0021;0.0026;0.001;0;0.0004;0.0006;0.0008;0.0211;0.0017;0;0;0;0;0;0;0;0.0016;0;0;0
31_046;845;74;81;;;4.9;32;18.56148492;7;1;15;5;1;27;28;21;49;42.85714286;Distrófico;4.545454545;2;;0.14;78;0.3;2;;0;5.42;19.53;0.0472;0;0.1731;0;0.0235;0.5709;0;0.0174;0.0196;1.4212;0;0;0;0.0016;0;0;0.0008;0.0011;0.0007;0.0461;0.0017;0;0;0;0;0;0;0;0;0;0;0
31_049;870;66;63;;;5.4;16;9.280742459;2;0.3;15;6;0;19;19;21.3;40.3;52.85359801;Eutrófico;0;2;;0.1;34;0.3;0.8;;1.87;4.87;25.32;0;0;0;0;0;0.6081;0;0.0109;0.0296;1.0136;0;0.0021;0;0.001;0;0;0.0017;0.0012;0.001;0.0326;0.0017;0;0;0;0;0;0;0;0;0;0;0
31_055;829;111;60;;;5.1;17;9.860788863;3;2.7;13;4;0;22;22;19.7;41.7;47.24220624;Distrófico;0;2;;0.11;20;0.1;0.3;;1.56;5.52;24.6;0.0301;0;0.0261;0;0;0.5047;0;0.0127;0.0299;1.1861;0;0.002;0;0.001;0;0;0.0016;0.0015;0.0009;0.0278;0.0016;0;0;0;0;0;0;0;0.0007;0;0;0
31_056;769;127;105;;;5;26;15.0812065;4;2;19;5;0;34;34;26;60;43.33333333;Distrófico;0;4;;0.2;114;0.9;1;;0;4.27;18.62;0;0;0;0;0.0376;0.4603;0;0;0.0426;1.2005;0;0;0;0.0018;0;0;0.0023;0.0016;0.0008;0.0318;0.0023;0;0;0;0;0;0;0;0.0009;0;0;0
31_060;482;324;194;;;6.7;16;9.280742459;402;3.1;235;73;0;14;14;311.1;325.1;95.69363273;Eutrófico;0;11;;0.37;40;2.1;7.6;;0;5.74;13.1;0.1132;0;0.0428;0;0.6577;0.58;0;0;0.0366;2.3759;0;0.0037;0.0028;0.0058;0;0;0.0059;0.0084;0.0016;0.0293;0.0054;0;0;0;0;0;0;0;0.0019;0;0;0
31_063;890;42;68;;;5.2;5;2.900232019;3;0.3;12;3;0;14;14;15.3;29.3;52.21843003;Eutrófico;0;10;;0.1;5;0.1;0.1;;1.7;5.36;25.2;0;0;0;0;0;0.4282;0;0.0118;0.0222;1.1762;0;0;0;0.0011;0;0;0.0009;0.0006;0.0004;0.0241;0.0019;0;0;0;0;0;0;0;0.001;0;0;0
31_068;745;31;224;;;5.3;12;6.960556845;1;0.3;18;3;0;18;18;21.3;39.3;54.19847328;Eutrófico;0;2;;0.11;11;0.7;24.1;;0;6.55;10.01;0.0503;0;0.0955;0;0;0.4424;0;0;0.0232;1.8354;0;0;0.0022;0.0038;0;0;0;0.0013;0.0009;0.0179;0.0019;0;0;0;0;0;0;0;0;0;0;0
31_070;508;151;341;;;4.1;17;9.860788863;5;0.3;18;6;10;42;52;24.3;76.3;31.84796855;Distrófico;29.15451895;15;;;;;;;1.41;11.76;14.57;0.0326;0;0;0;0;0.8603;0;0;0.0145;3.784;0;0;0;0.0034;0.0009;0;0.0003;0.0008;0.0014;0.0532;0.0035;0;0;0;0;0;0;0;0.0013;0;0;0
31_074;361;186;453;;;4.7;22;12.76102088;13;1.3;39;18;3;49;52;58.3;110.3;52.85584769;Eutrófico;4.893964111;19;;;;;;;0;10.3;9.78;0.0326;0;0;0;0;0.7858;0;0;0.0198;4.397;0;0;0.0033;0.0034;0.0011;0;0.0004;0.0014;0.0011;0.0489;0.0042;0;0;0;0;0;0;0;0.0017;0;0.0026;0
31_077;302;153;545;;;4.4;21;12.18097448;8;1.7;27;13;6;52;58;41.7;99.7;41.82547643;Distrófico;12.57861635;34;;;;;;;0;11.32;9.97;0;0;0;0;0;0.9156;0;0.0106;0.0125;4.11;0;0;0.0039;0.0042;0.0016;0;0.0004;0.0011;0.0014;0.0474;0.0044;0;0;0;0;0;0;0;0.0013;0;0.0022;0
31_078;137;255;608;;;4.8;15;8.700696056;2;1.7;30;33;2;32;34;64.7;98.7;65.55217832;Eutrófico;2.99850075;129;;;;;;;0;11.59;12.13;0;0;0;0;0;0.7202;0.0251;0.0085;0.0404;7.7569;0;0.0057;0.0058;0.0123;0;0;0.0114;0.0027;0.0029;0.03;0.0051;0;0;0;0;0;0;0;0.003;0;0.0022;0
31_079;271;134;595;;;4.7;19;11.02088167;21;2;27;15;3;35;38;44;82;53.65853659;Eutrófico;6.382978723;42;;;;;;;0;9.18;8.02;0.0467;0;0;0;0;0.6669;0;0;0.0173;3.8695;0;0.0032;0.0039;0.0143;0.001;0;0.0044;0.002;0.0018;0.0464;0.0043;0;0;0;0;0;0;0;0.0019;0;0.0035;0
31_086;321;114;565;;;4.3;17;9.860788863;8;2;20;8;5;42;47;30;77;38.96103896;Distrófico;14.28571429;77;;;;;;;2.01;12.54;9.19;0.0197;0;0;0;0;0.6911;0;0;0.0168;5.498;0;0.0025;0.0029;0.0045;0.001;0;0.0004;0.0012;0.0011;0.0467;0.0036;0;0;0;0;0;0;0;0.0015;0;0;0
31_089;322;140;538;;;5.4;18;10.44083527;19;2;37;16;0;28;28;55;83;66.26506024;Eutrófico;0;48;;;;;;;1.77;12.55;9.77;0.0253;0;0;0;0;0.7584;0;0;0.0201;5.3982;0;0.0036;0.0035;0.0053;0.0011;0;0.0005;0.0016;0.0013;0.0438;0.0046;0;0;0;0;0;0;0;0.0023;0;0.0017;0
31_090;309;193;498;;;5.2;26;15.0812065;19;1.7;35;17;0;29;29;53.7;82.7;64.93349456;Eutrófico;0;22;;;;;;;0;13.7;10.15;0.0344;0;0;0;0;0.6875;0;0;0.0225;6.2294;0;0;0.0033;0.0064;0.0009;0;0.0007;0.0015;0.0011;0.0496;0.0037;0;0;0;0;0;0;0;0.0023;0;0;0
31_113;532;194;274;;;5.3;17;9.860788863;45;1.7;41;21;0;25;25;63.7;88.7;71.8151071;Eutrófico;0;13;;;;;;;2;10.43;16.72;0.0478;0;0;0;0;0.7707;0;0.009;0.0208;2.5806;0;0.0021;0.004;0.0039;0;0;0.0017;0.0011;0.0014;0.0497;0.0035;0;0;0;0;0;0;0;0.0021;0;0;0
31_119;347;132;521;;;4.8;23;13.34106729;44;1.3;36;16;1;46;47;53.3;100.3;53.14057827;Eutrófico;1.841620626;58;;;;;;;0;12.46;10.3;0.0282;0;0;0;0;0.7236;0;0;0.0146;5.2051;0;0;0.0047;0.0039;0.001;0;0;0.0011;0.0014;0.0449;0.0043;0;0;0;0;0;0;0;0.002;0;0.0018;0
31_130;921;13;67;;;4.5;8;4.64037123;2;0.7;12;6;2;16;18;18.7;36.7;50.95367847;Eutrófico;9.661835749;3;;0.13;15;0.2;1.2;;0;5.56;16.36;0.0841;0;0;0;0;0.2218;0;0;0;0.7887;0;0;0;0;0;0;0.0004;0.0006;0.0008;0.0073;0.0011;0;0;0;0;0;0;0;0;0;0.0024;0
31_131;901;25;74;;;4.4;6;3.480278422;1;0.7;11;3;2;17;19;14.7;33.7;43.62017804;Distrófico;11.9760479;3;;0.1;9;0.3;0.1;;2.12;4.76;24.73;0.2094;0;0;0;0.158;0.6814;0.0362;0.0114;0.0709;1.2079;0;0.0024;0.0027;0.0054;0;0;0.0026;0.0032;0.0016;0.0341;0.0029;0;0;0;0;0;0;0;0.0013;0;0;0
31_133;898;67;36;;;4.6;5;2.900232019;2;0.3;12;2;1;16;17;14.3;31.3;45.68690096;Distrófico;6.535947712;1;;0.1;9;0.2;0.6;;1.68;7.86;12.86;0;0;0;0;0;0.6777;0;0;0.0402;3.6514;0;0;0.0031;0.0021;0.0008;0;0.0004;0.001;0.0009;0.0186;0.0016;0;0;0;0;0;0;0;0.0011;0;0;0
31_136;699;51;250;;;4.7;16;9.280742459;3;1.7;13;9;1;25;26;23.7;49.7;47.6861167;Distrófico;4.048582996;5;;0.22;22;1.1;3.1;;0;6.52;26.1;0;0;0;0;0;0.2262;0;0;0;1.2193;0;0;0;0;0;0;0;0;0;0.0079;0.0007;0;0;0;0;0;0;0;0;0;0;0
31_142;891;51;58;;;4.2;14;8.120649652;2;1.3;8;3;5;28;33;12.3;45.3;27.15231788;Distrófico;28.9017341;28.9;;;;;;;2.23;6.93;18.82;0;0;0;0;0;0.5944;0;0;0.0268;2.1632;0;0;0;0.0013;0;0;0;0.0003;0.0008;0.0178;0.002;0;0;0;0;0;0;0;0.0007;0;0;0
31_145;766;40;194;;;4.1;13;7.540603248;1;0.3;5;2;6;22;28;7.3;35.3;20.67988669;Distrófico;45.11278195;4;;0.12;25;0.3;0.1;;2.02;7.93;18.1;0;0;0;0;0;0.5139;0;0;0.0195;2.6359;0;0;0.0018;0.0015;0.0005;0;0;0.0004;0.0006;0.0176;0.0013;0;0;0;0;0;0;0;0.0008;0;0;0
31_154;831;24;145;;;5.6;11;6.380510441;23;0.7;35;17;0;19;19;52.7;71.7;73.50069735;Eutrófico;0;1;;0.24;16;0.1;0.7;;1.69;9.96;19.38;0;0;0;0;0;0.5359;0;0;0.0163;2.2268;0;0;0;0.0012;0;0;0;0.0006;0.0006;0.0138;0.0011;0;0;0;0;0;0;0;0;0;0;0
31_158;794;22;184;;;5;11;6.380510441;22;1;36;15;0;25;25;52;77;67.53246753;Eutrófico;0;2;;0.22;20;0.1;0.7;;2.38;9.91;16.76;0;0;0;0;0;0.5688;0;0;0.019;3.1626;0;0.003;0.002;0.0023;0.0008;0;0.0003;0.0007;0.0007;0.0193;0.0013;0;0;0;0;0;0;0;0.001;0;0;0
31_161;740;40;220;;;4.3;7;4.060324826;3;0.3;18;5;3;26;29;23.3;52.3;44.55066922;Distrófico;11.40684411;2;;0.23;19;0.5;0.1;;0;8.73;15.39;0;0;0;0;0;0.484;0;0;0.0138;2.7251;0;0;0.0023;0.001;0.0006;0;0;0.0005;0.0007;0.0129;0.0012;0;0;0;0;0;0;0;0.0011;0;0;0
31_165;843;24;133;;;4.1;9;5.220417633;10;0.7;12;3;4;32;36;15.7;51.7;30.36750484;Distrófico;20.30456853;2;;0.18;30;0.1;0.1;;1.89;9.99;19.09;0;0;0;0;0;0.578;0;0;0.0173;2.6339;0;0;0;0.0017;0;0;0;0.0004;0;0.014;0.0013;0;0;0;0;0;0;0;0.001;0;0;0
31_171;737;66;197;;;4.1;14;8.120649652;1;0.3;11;4;6;32;38;15.3;53.3;28.7054409;Distrófico;28.16901408;1;;;;;;;1.93;10.55;17.35;0;0;0;0;0;0.6311;0;0;0.02;2.9665;0;0.0025;0.0015;0.0019;0.001;0;0.0003;0.0003;0.0007;0.0128;0.0012;0;0;0.0036;0;0;0;0;0;0;0;0
31_172;804;119;76;;;6.6;14;8.120649652;50;9;0;9;1.3;25.7;27;4;32.3;41.3;Distrófico;78.20823245;9;;0.14;29;1.5;0.8;;0;4.12;17.85;0.0345;0;0.0404;0;0;0.4312;0;0;0.032;0.994;0;0;0;0;0;0;0.0021;0.0023;0.0009;0.0301;0.0022;0;0;0;0;0;0;0;0.001;0;0;0
31_178;761;150;90;;;5;8;4.64037123;7;0.4;12;6;0;16;16;18.4;34.4;53.48837209;Eutrófico;0;2;;0.17;10;0.3;0.1;;3.8;6.94;17.32;0;0;0;0;0;0.2987;0;0.0127;0.0236;0.9589;0;0;0;0.0019;0;0;0.0004;0.0006;0.0008;0.0153;0.0014;0;0;0;0;0;0;0;0;0;0;0
31_183;630;129;241;;;4.2;5;2.900232019;1;1.5;12;6;8;21;29;19.5;48.5;40.20618557;Distrófico;29.09090909;;;;;;;;0;7.45;13.14;0;0;0.0303;0;0;0.8151;0;0;0.0164;2.2424;0;0;0.0031;0.0015;0;0;0.002;0.0022;0.0022;0.0592;0.0057;0;0;0;0;0;0;0;0.0011;0;0.003;0
31_186;795;116;89;;;4.5;13;7.540603248;1;0.7;9;2;2;18;20;11.7;31.7;36.90851735;Distrófico;14.59854015;;;;;;;;0;5;18.04;0;0;0;0;0;0.4392;0;0;0.016;1.0334;0;0;0;0;0;0;0.0019;0.0016;0;0.0233;0.0021;0;0;0;0;0;0;0;0;0;0;0
31_188;887;66;48;;;4.5;13;7.540603248;1;1.4;8;4;3;18;21;13.4;34.4;38.95348837;Distrófico;18.29268293;;;;;;;;1.9;5.27;24.36;0;0;0;0;0;0.2942;0;0;0.0231;0.7645;0;0.0018;0;0;0;0;0.0008;0.0006;0;0.009;0.0011;0;0;0;0;0;0;0;0;0;0;0
31_197;800;121;79;;;5.5;12;6.960556845;40;3.9;11;9;0;16;16;23.9;39.9;59.89974937;Eutrófico;0;4;;0.19;31;0.2;0.6;;2.25;6.1;21.03;0.0377;0;0;0;0;0.8236;0;0;0.0254;1.7247;0;0;0;0.0011;0.0005;0;0;0.0003;0.0004;0.018;0;0;0;0.0038;0;0;0;0;0;0;0;0
31_200;768;29;203;;;4.5;14;8.120649652;6;1.1;12;5;2;29;31;18.1;49.1;36.86354379;Distrófico;9.950248756;6;;0.1;23;1.1;6.6;;0;9;20.41;0;0;0;0;0;0.702;0;0;0.032;2.5961;0;0;0.0017;0.0027;0.0007;0;0.0012;0.0012;0.0007;0.0262;0.0024;0;0;0;0;0;0;0;0.0008;0;0;0
32_002;941;17;42;;;5.4;13;7.540603248;23;0.7;24;15;0.5;14.5;15;39.7;54.7;73;Eutrófico;0.1;3;;0.14;17;0.4;0.2;;1.55;4.95;25.59;0.0431;0;0;;0;0.1741;0;0;0;0.349;0;0;0;0;0;0;0;0;0;0.0153;0;0;0;0;0;0;0;0;0;0;0;0
32_005;599;244;157;;;4.5;23;13.34106729;6;2.3;18;5;2.6;50.4;53;25.3;78.3;32;Distrófico;9.3;;;0.17;70;0.8;1.4;;2.62;6.02;22.26;0;0;0;;0;0.4857;0;0.0092;0.0392;1.5348;0;0;0;0.0025;0;0;0.0042;0.0037;0.0023;0.0314;0.0019;0;0;0;0;0;0;0;0.0015;0;0;0
32_007;280;296;424;;;5.4;25;14.50116009;30;2.9;51;21;0.5;25.5;26;74.9;100.9;74;Eutrófico;0.1;;;0.53;53;3.2;2.3;;1.98;11.56;16.21;0.0262;0;0;;0;0.757;0;0;0.0156;3.3766;0;0;0.0034;0.0032;0.0007;0;0.0011;0.0012;0.0029;0.0647;0.0042;0;0;0;0;0;0;0;0.0023;0;0;0
32_011;494;120;386;;;4.4;37;21.46171694;8;1.7;8;6;5.3;81.7;87;15.7;102.7;15;Distrófico;25.2;5;;0.27;85;3;0.5;;1.92;10.86;10.17;0.0295;0;0;;0;1.2073;0.0381;0;0.0262;6.96;0;0;0.0042;0.0037;0.0012;0;0.0007;0.0019;0.0011;0.024;0.0032;0;0;0;0;0;0;0;0.0012;0;0;0
32_013;848;50;102;;;4.8;21;12.18097448;7;1.5;8;5;3;42;45;14.5;59.5;24;Distrófico;17.1;3;;0.13;56;0.4;0.5;;1.42;7.4;21.1;0.0366;0;0;;0;0.4389;0;0;0;1.4122;0;0;0;0.0014;0;0;0.0006;0.0012;0.0005;0.0177;0.0011;0;0;0;0;0;0;0;0.001;0;0;0
32_017;362;192;446;;;5.2;63;36.54292343;82;4.6;42;18;0.5;52.5;53;64.6;117.6;55;Eutrófico;0.3;2.5;;0.28;63;2.2;9.3;;2.71;13.58;9.77;0.1768;0;0;;0.0823;1.1981;0.028;0;0.0193;5.0518;0;0.0031;0.0052;0.0097;0.0024;0;0.0012;0.0015;0.0027;0.0626;0.0059;0;0;0;0;0;0;0;0.0032;0.002;0;0
32_018;929;27;44;;;5.7;15;8.700696056;9;0.6;16;11;0.5;16.5;17;27.4;44.4;62;Eutrófico;0.1;;;0.07;9;0.4;0.2;;1.57;5.28;26.82;0;0;0;;0;0.0974;0;0;0;0.156;0;0;0;0;0;0;0;0;0;0.0052;0;0;0;0;0;0;0;0;0;0;0;0
32_025;293;190;517;;;4.5;45;26.10208817;80;2.2;44;13;1.2;85.8;87;59.2;146.2;40;Distrófico;2;2.5;;0.86;79;3.1;3.2;;2.46;14.6;7.41;0.1116;0;0;;0;0.9568;0.0236;0;0.0162;7.13;0;0;0.004;0.0045;0.0021;0;0.0007;0.0022;0.0015;0.0465;0.0045;0;0;0;0;0;0;0;0.0025;0;0;0
32_036;772;96;132;;;4.8;34;19.72157773;34;5.5;40;16;0.5;62.5;63;61.5;124.5;49;Distrófico;0.3;2.5;;0.76;83;2.7;3.1;;2.85;7.8;16.94;0.173;0;0;;0;0.4611;0;0.0091;0;1.4207;0;0;0;0.0017;0;0;0.0008;0.0013;0.0008;0.0208;0.0013;0;0;0;0;0;0;0;0;0;0;0
32_045;553;104;343;;;4.7;37;21.46171694;95;2.8;32;14;0.9;69.1;70;48.8;118.8;41;Distrófico;1.8;5;;0.55;83;1.7;4.6;;0;11.32;11.05;0.0991;0;0;;0;0.5817;0;0;0.0107;4.1839;0;0;0.0022;0.0033;0.002;0;0.0005;0.001;0.0014;0.04;0.0024;0;0;0;0;0;0;0;0.0013;0;0;0
32_050;557;151;292;;;4.2;44;25.52204176;4;1.3;3.4;2;26.9;138.1;165;4.3;169.3;3;Distrófico;86.2;;;0.45;138;0.4;0.4;;1.91;13.61;13.68;0.0227;0;0;;0;0.5912;0.0208;0;0.02;3.8704;0;0.002;0;0.0045;0.0006;0;0.0045;0.0037;0.0016;0.0304;0.0023;0;0;0;0;0;0;0;0.0022;0;0;0
32_052;649;80;271;;;4.8;23;13.34106729;64;2.8;27;6;3.5;58.5;62;35.8;97.8;37;Distrófico;8.9;;;0.29;80;2.2;1.4;;1.66;9.9;13.4;0.0554;0;0;;0;0.4982;0;0;0.0138;3.0886;0;0;0;0.0025;0.001;0;0.0009;0.0006;0.0013;0.0263;0.0019;0;0;0;0;0;0;0;0.001;0;0;0
32_054;365;180;455;;;3.9;31;17.98143852;3;0.6;3.4;2;16.6;96.4;113;1.4;114.4;1;Distrófico;92.2;;;0.41;56;0.9;0.2;;1.76;14.01;9.76;0.0332;0;0;;0;0.757;0.024;0;0.015;6.6929;0;0.0031;0.0025;0.0038;0.0034;0;0.0012;0.0013;0.0024;0.0418;0.0043;0;0;0;0;0;0;0;0.002;0;0;0
32_057;331;219;450;;;4.9;42;24.36194896;89;3.2;30;15;3.2;58.8;62;48.2;110.2;44;Distrófico;6.2;8;;0.74;73;2.3;5;;1.91;13.14;8.44;0.1086;0;0;;0;0.8334;0;0;0.0174;7.1198;0;0.0036;0.0035;0.0059;0.0036;0;0.0007;0.0013;0.0016;0.0339;0.0042;0;0;0;0;0;0;0;0.0017;0;0.0025;0
